Équipement,ID d'équipement,Données performance,Période statistique,Heure de début stats,Valeur,Unité,
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2022-12-27 00:00:00, 471.34, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2022-12-28 00:00:00, 166546.188, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2022-12-28 00:00:00, 415116.375, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2022-12-28 00:00:00, 40.788,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2022-12-28 00:00:00, 238657.16, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2022-12-28 00:00:00, 9081,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2022-12-28 00:00:00, 8969,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2022-12-28 00:00:00, 12.58, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2022-12-28 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2022-12-28 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2022-12-28 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2022-12-28 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2022-12-28 00:00:00, 46, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2022-12-28 00:00:00, 31, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2022-12-28 00:00:00, 37, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2022-12-28 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2022-12-28 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2022-12-28 00:00:00, 445.46, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2022-12-28 00:00:00, 502.80, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2022-12-29 00:00:00, 166755.000, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2022-12-29 00:00:00, 415636.844, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2022-12-29 00:00:00, 40.788,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2022-12-29 00:00:00, 238784.33, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2022-12-29 00:00:00, 9086,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2022-12-29 00:00:00, 8974,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2022-12-29 00:00:00, 12.58, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2022-12-29 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2022-12-29 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2022-12-29 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2022-12-29 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2022-12-29 00:00:00, 46, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2022-12-29 00:00:00, 31, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2022-12-29 00:00:00, 38, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2022-12-29 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2022-12-29 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2022-12-29 00:00:00, 429.78, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2022-12-29 00:00:00, 486.61, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2022-12-30 00:00:00, 166937.812, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2022-12-30 00:00:00, 416092.500, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2022-12-30 00:00:00, 40.788,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2022-12-30 00:00:00, 238883.52, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2022-12-30 00:00:00, 9091,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2022-12-30 00:00:00, 8979,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2022-12-30 00:00:00, 12.42, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2022-12-30 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2022-12-30 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2022-12-30 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2022-12-30 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2022-12-30 00:00:00, 45, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2022-12-30 00:00:00, 31, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2022-12-30 00:00:00, 37, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2022-12-30 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2022-12-30 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2022-12-30 00:00:00, 402.96, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2022-12-30 00:00:00, 454.05, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2022-12-31 00:00:00, 167092.922, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2022-12-31 00:00:00, 416479.062, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2022-12-31 00:00:00, 40.788,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2022-12-31 00:00:00, 239099.95, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2022-12-31 00:00:00, 9096,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2022-12-31 00:00:00, 8984,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2022-12-31 00:00:00, 12.50, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2022-12-31 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2022-12-31 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2022-12-31 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2022-12-31 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2022-12-31 00:00:00, 45, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2022-12-31 00:00:00, 31, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2022-12-31 00:00:00, 37, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2022-12-31 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2022-12-31 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2022-12-31 00:00:00, 374.40, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2022-12-31 00:00:00, 427.10, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2023-01-01 00:00:00, 167275.766, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2023-01-01 00:00:00, 416934.844, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2023-01-01 00:00:00, 40.788,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2023-01-01 00:00:00, 239219.38, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2023-01-01 00:00:00, 9098,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2023-01-01 00:00:00, 8986,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2023-01-01 00:00:00, 12.58, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2023-01-01 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2023-01-01 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2023-01-01 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2023-01-01 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2023-01-01 00:00:00, 45, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2023-01-01 00:00:00, 32, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2023-01-01 00:00:00, 37, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2023-01-01 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2023-01-01 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2023-01-01 00:00:00, 382.85, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2023-01-01 00:00:00, 439.81, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2023-01-02 00:00:00, 167466.219, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2023-01-02 00:00:00, 417409.531, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2023-01-02 00:00:00, 40.788,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2023-01-02 00:00:00, 239326.12, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2023-01-02 00:00:00, 9103,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2023-01-02 00:00:00, 8991,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2023-01-02 00:00:00, 12.50, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2023-01-02 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2023-01-02 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2023-01-02 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2023-01-02 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2023-01-02 00:00:00, 46, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2023-01-02 00:00:00, 31, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2023-01-02 00:00:00, 38, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2023-01-02 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2023-01-02 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2023-01-02 00:00:00, 402.94, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2023-01-02 00:00:00, 458.21, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2023-01-03 00:00:00, 167637.453, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2023-01-03 00:00:00, 417836.344, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2023-01-03 00:00:00, 40.788,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2023-01-03 00:00:00, 239415.38, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2023-01-03 00:00:00, 9110,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2023-01-03 00:00:00, 8998,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2023-01-03 00:00:00, 12.58, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2023-01-03 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2023-01-03 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2023-01-03 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2023-01-03 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2023-01-03 00:00:00, 45, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2023-01-03 00:00:00, 31, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2023-01-03 00:00:00, 37, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2023-01-03 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2023-01-03 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2023-01-03 00:00:00, 385.12, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2023-01-03 00:00:00, 436.08, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2023-01-04 00:00:00, 167828.234, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2023-01-04 00:00:00, 418311.844, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2023-01-04 00:00:00, 40.788,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2023-01-04 00:00:00, 239526.17, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2023-01-04 00:00:00, 9117,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2023-01-04 00:00:00, 9005,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2023-01-04 00:00:00, 12.67, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2023-01-04 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2023-01-04 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2023-01-04 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2023-01-04 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2023-01-04 00:00:00, 46, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2023-01-04 00:00:00, 31, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2023-01-04 00:00:00, 38, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2023-01-04 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2023-01-04 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2023-01-04 00:00:00, 405.74, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2023-01-04 00:00:00, 457.37, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2023-01-05 00:00:00, 168018.484, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2023-01-05 00:00:00, 418786.031, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2023-01-05 00:00:00, 40.788,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2023-01-05 00:00:00, 239633.53, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2023-01-05 00:00:00, 9124,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2023-01-05 00:00:00, 9012,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2023-01-05 00:00:00, 12.58, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2023-01-05 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2023-01-05 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2023-01-05 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2023-01-05 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2023-01-05 00:00:00, 46, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2023-01-05 00:00:00, 32, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2023-01-05 00:00:00, 38, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2023-01-05 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2023-01-05 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2023-01-05 00:00:00, 402.42, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2023-01-05 00:00:00, 455.11, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2023-01-06 00:00:00, 168210.547, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2023-01-06 00:00:00, 419264.781, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2023-01-06 00:00:00, 40.788,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2023-01-06 00:00:00, 239727.55, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2023-01-06 00:00:00, 9130,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2023-01-06 00:00:00, 9018,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2023-01-06 00:00:00, 12.58, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2023-01-06 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2023-01-06 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2023-01-06 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2023-01-06 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2023-01-06 00:00:00, 46, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2023-01-06 00:00:00, 32, degC
